Year,Team,Elo
2012,Iowa,1507.537904
2012,Murray State,1774.568541
2012,SUNY-Cobleskill,1483.662899
2012,Radford,1350.902635
2012,San Francisco State,1492.336953
2012,Idaho,1541.248045
2012,Cal State San Marcos,1461.240303
2012,Stetson,1435.375192
2012,Ohio,1678.017308
2012,Walla Walla,1482.753791
2012,Pacifica,1456.8275
2012,North Carolina A&T,1438.48789
2012,Arlington Baptist,1481.162282
2012,Spring Hill,1441.873095
2012,Dayton,1591.708802
2012,Little Rock,1476.155655
2012,Miami (FL),1589.665697
2012,Mid-Continent,1468.658419
2012,Methodist,1468.731252
2012,Middle Tennessee,1704.008404
2012,Piedmont,1487.164613
2012,Central Arkansas,1413.263043
2012,Omaha,1320.909542
2012,Old Dominion,1568.112657
2012,Northern Iowa,1604.91678
2012,McNeese State,1504.710654
2012,Campbell,1540.846528
2012,Southern Illinois-Edwardsville,1414.277907
2012,Wesley,1477.842376
2012,Academy of Art,1481.56218
2012,Lynchburg,1464.615132
2012,Illinois-Springfield,1488.80788
2012,Maine,1470.85169
2012,Penn State,1480.583602
2012,Canisius,1312.711622
2012,Wiley,1485.454871
2012,Bowling Green State,1508.039071
2012,Texas College,1486.227195
2012,Georgetown,1676.673236
2012,Evergreen State,1481.345037
2012,Guilford,1490.539342
2012,Johnson & Wales (CO),1461.695381
2012,Virginia,1653.730622
2012,American,1552.980672
2012,Central Methodist,1482.658668
2012,Nicholls State,1393.618641
2012,Michigan,1654.617788
2012,Furman,1492.708224
2012,St. Joseph's (NY),1469.526486
2012,Army,1421.317825
2012,Western Kentucky,1451.406324
2012,UC-Merced,1479.91411
2012,North Carolina-Wilmington,1429.790441
2012,Rust,1480.278086
2012,Milligan,1428.384265
2012,Michigan State,1696.834969
2012,Crowley's Ridge,1480.496765
2012,Trinity Baptist,1488.198687
2012,Emory & Henry,1485.260736
2012,Belhaven (MS),1488.57194
2012,Cal State Fullerton,1590.514542
2012,Eastern Michigan,1452.196223
2012,Loras,1482.306903
2012,Providence,1526.152865
2012,Mary,1483.331993
2012,Bradley,1392.417212
2012,Belmont,1648.549723
2012,Wake Forest,1501.713323
2012,UC-Riverside,1464.494981
2012,Northwestern,1603.521707
2012,Loyola (IL),1354.014494
2012,Cleveland State,1655.670065
2012,Connecticut,1636.500193
2012,Barber-Scotia,1466.520561
2012,Memphis,1651.65908
2012,Fisk,1486.875237
2012,Wichita State,1697.336195
2012,Central Connecticut State,1462.292542
2012,Montreat,1441.231798
2012,Michigan Tech,1484.374828
2012,Portland State,1523.180645
2012,Houston,1500.698623
2012,Houston Baptist,1410.345323
2012,Yale,1587.009001
2012,Mars Hill,1489.399901
2012,Drake,1534.234911
2012,Hiram,1486.983074
2012,NYU-Poly,1482.621288
2012,Maine-Machias,1481.834488
2012,Illinois-Chicago,1388.66315
2012,Vanguard,1470.423865
2012,St. Thomas (TX),1483.153892
2012,Longwood,1385.246404
2012,Stanford,1644.129928
2012,Purdue,1616.834847
2012,Hartford,1330.331421
2012,Calumet College,1484.987871
2012,Samford,1419.274016
2012,Southern Methodist,1476.310184
2012,Atlanta Christian,1480.389052
2012,Texas Southern,1448.557348
2012,Florida Gulf Coast,1478.276509
2012,East Tennessee State,1514.056878
2012,Western New Mexico,1490.761816
2012,Johnson & Wales (RI),1477.749459
2012,Richmond,1531.722639
2012,La Salle,1587.435763
2012,Averett,1482.906495
2012,St. Francis (IL),1480.611426
2012,Jamestown,1482.608995
2012,East Texas Baptist,1489.165655
2012,Ferris State,1470.607699
2012,Dallas Christian,1432.303778
2012,Dartmouth,1316.257832
2012,North Dakota State,1564.726046
2012,Drexel,1657.486138
2012,Lake Erie,1484.454924
2012,Menlo,1448.181509
2012,Cal State Bakersfield,1503.613685
2012,Allen,1480.848055
2012,Valparaiso,1594.456031
2012,Arkansas-Pine Bluff,1358.189018
2012,Brewton-Parker,1486.162293
2012,Southeastern,1479.972458
2012,Villanova,1501.735323
2012,Hampton,1407.228108
2012,South Dakota,1417.848573
2012,Penn State-Altoona,1474.570924
2012,Toledo,1504.887656
2012,Oregon State,1580.46485
2012,South Carolina State,1338.219402
2012,Albright,1484.131419
2012,Southern Illinois,1380.77028
2012,Oral Roberts,1651.157631
2012,Marquette,1703.255101
2012,Virginia Intermont,1463.290619
2012,Cal Lutheran,1481.53436
2012,North Carolina,1748.54782
2012,Northeastern,1477.908645
2012,UC-Davis,1282.712109
2012,Southeastern Louisiana,1450.243909
2012,La Sierra,1459.328271
2012,Virginia Wise,1402.815325
2012,Mississippi,1577.811895
2012,Hiwassee,1482.458391
2012,Fort Valley State,1482.235379
2012,Long Island University,1594.934245
2012,Western State,1472.163079
2012,Cornell,1462.79867
2012,Pacific Lutheran,1482.390969
2012,IUPUI,1453.755966
2012,Arizona Christian,1477.612075
2012,San Jose State,1409.604201
2012,Randolph,1471.720116
2012,Emory,1488.743607
2012,Mount St. Mary's,1361.845264
2012,Penn State-Abington,1482.881544
2012,Boston University,1473.528479
2012,Coastal Georgia,1488.946509
2012,Jackson State,1370.660995
2012,Texas-El Paso,1499.632821
2012,Youngstown State,1525.966161
2012,Akron,1597.228578
2012,Niagara,1475.17061
2012,Ecclesia,1463.789479
2012,Pennsylvania,1550.667178
2012,Mobile,1486.621635
2012,Massachusetts,1617.566643
2012,Lees-McRae,1462.836954
2012,Austin Peay,1430.215645
2012,Swarthmore,1486.933559
2012,Bluefield College (VA),1487.264206
2012,Pepperdine,1437.961617
2012,Notre Dame,1591.207061
2012,Spalding,1469.636922
2012,Florida Southern,1485.204114
2012,San Diego State,1680.789216
2012,UC-Irvine,1430.263293
2012,Roosevelt,1457.861067
2012,Anderson (IN),1481.031635
2012,Detroit Mercy,1525.426294
2012,Southeast Missouri State,1478.166037
2012,College of New Jersey,1486.39341
2012,Lyon,1468.32081
2012,Grand Canyon,1491.804903
2012,Washington,1622.342593
2012,Gardner-Webb,1435.719154
2012,Wright State,1468.641973
2012,Concordia (AL),1478.572999
2012,Howard Payne,1463.398958
2012,St. Francis (NY),1465.586975
2012,Malone,1483.033904
2012,Utah Valley,1535.864142
2012,Eastern Kentucky,1516.660172
2012,Eureka,1466.09421
2012,Talladega,1478.027403
2012,Wisconsin,1667.306932
2012,North Carolina State,1634.836928
2012,Vanderbilt,1648.527376
2012,University of California,1659.814986
2012,High Point,1441.368743
2012,Nevada,1680.562556
2012,Washington Adventist,1461.2368
2012,Roanoke,1482.877529
2012,Cincinnati,1611.220083
2012,Utah State,1550.314043
2012,Northwestern State,1509.09577
2012,NJIT,1479.845683
2012,Sacramento State,1416.36981
2012,Hawaii,1502.5945
2012,Eastern Illinois,1466.597157
2012,Denver,1645.569552
2012,Tennessee,1528.446743
2012,Lehigh,1626.386272
2012,South Dakota State,1643.141183
2012,LeMoyne-Owen,1486.814237
2012,Binghamton,1229.142324
2012,Philadelphia Biblical,1483.340313
2012,Texas,1595.339345
2012,Texas A&M-International,1481.086877
2012,Langston,1481.283261
2012,Texas State,1487.233802
2012,Central Michigan,1419.781622
2012,Judson,1480.694691
2012,Indiana State,1547.155618
2012,Virginia Military Institute,1488.176521
2012,Mississippi Valley State,1505.502428
2012,Montana State,1456.125618
2012,Oakwood,1477.144486
2012,Cal Poly,1539.573235
2012,Wofford,1524.864921
2012,Chapman,1487.208706
2012,UCLA,1544.806438
2012,Warren Wilson,1482.258169
2012,Cal State Monterey Bay,1480.462461
2012,George Washington,1434.24545
2012,Oakland City,1450.573889
2012,Florida Christian,1460.582734
2012,Mississippi College,1483.880317
2012,Nevada-Las Vegas,1693.440019
2012,Holy Cross (IN),1487.953302
2012,Baylor,1729.428363
2012,Alabama A&M,1376.00948
2012,La Verne,1487.207614
2012,St. Gregory's,1484.044635
2012,Texas-San Antonio,1538.152464
2012,Saint Francis (PA),1342.685848
2012,Sam Houston State,1447.928657
2012,North Florida,1504.61416
2012,Liberty,1429.996689
2012,Kansas,1718.993077
2012,Haskell Indian Nations Institute,1486.086308
2012,Ave Maria,1482.85562
2012,Quinnipiac,1530.334155
2012,South Alabama,1557.229668
2012,Brevard,1488.944004
2012,Rutgers-Camden,1483.505923
2012,Troy,1432.377892
2012,McMurry,1482.09352
2012,Rogers State,1483.441004
2012,Oklahoma State,1493.102685
2012,Cameron,1485.110841
2012,Tulsa,1528.691428
2012,Northern New Mexico,1440.760404
2012,Texas-Arlington,1627.165957
2012,Southern Wesleyan,1484.395378
2012,Rider,1430.348235
2012,Princeton,1557.064646
2012,Nebraska,1493.604707
2012,Missouri Valley,1483.454322
2012,Tennessee Temple,1494.148331
2012,Warner Southern,1480.874374
2012,Morris College,1485.792131
2012,Arkansas Tech,1479.550498
2012,Fairleigh Dickinson,1285.259051
2012,Rice,1535.58612
2012,Montana Tech,1462.568476
2012,Pittsburgh,1586.754365
2012,Louisville,1704.304079
2012,Washington State,1512.786479
2012,Arizona State,1414.052009
2012,Covenant,1487.688252
2012,Iowa State,1631.319993
2012,Oklahoma,1548.801889
2012,Cedarville,1491.201523
2012,Western Oregon,1483.022408
2012,Marist,1453.608871
2012,Kenyon,1482.034723
2012,Hofstra,1413.506673
2012,Delaware State,1486.603004
2012,Cal State Maritime,1479.740368
2012,Chowan,1482.667713
2012,Eastern Washington,1503.990399
2012,Rochester (MI),1426.749055
2012,St. Thomas (FL),1489.069249
2012,Shawnee State,1485.55149
2012,West Virginia Tech,1468.378508
2012,Fairfield,1544.317722
2012,Maryland-Baltimore County,1287.201198
2012,West Alabama,1453.548964
2012,St. Bonaventure,1551.202752
2012,East Carolina,1515.924327
2012,Manhattan,1572.875188
2012,Erskine,1485.301089
2012,Florida International,1408.399931
2012,Creighton,1701.915853
2012,Blue Mountain College,1459.365198
2012,DePaul,1473.841763
2012,Shenandoah,1475.758138
2012,Wyoming,1619.682706
2012,Alabama State,1426.652427
2012,Illinois,1597.708599
2012,Alaska-Anchorage,1470.240473
2012,Southern Utah,1469.874627
2012,Mercy,1478.888495
2012,Claflin,1476.182717
2012,Webber,1444.262873
2012,San Francisco,1561.159248
2012,Miles,1481.849431
2012,Tennessee State,1543.187555
2012,Northwest University,1485.881959
2012,Central Pennsylvania College,1443.734526
2012,Western Carolina,1476.914424
2012,Sacred Heart,1469.323155
2012,Saginaw Valley State,1478.672361
2012,Fredonia State,1482.611573
2012,Coastal Carolina,1593.866723
2012,Brigham Young,1669.058366
2012,Rhode Island,1323.243156
2012,Milwaukee,1574.864145
2012,Chattanooga,1437.595226
2012,Tabor College,1480.457601
2012,Newman,1490.234064
2012,Utah,1356.218181
2012,Lindsey Wilson,1482.017856
2012,Charlotte,1504.962826
2012,Saint Leo,1479.010409
2012,Linfield,1467.253784
2012,Saint Mary's (CA),1706.900877
2012,Rutgers,1492.236798
2012,Texas-Rio Grande Valley,1406.738502
2012,Lyndon State,1487.721133
2012,Harris-Stowe,1477.342353
2012,Toccoa Falls,1482.640719
2012,Notre Dame (OH),1483.887953
2012,Davidson,1660.268616
2012,Robert Morris,1621.736808
2012,Johnson & Wales (NC),1467.438695
2012,Maryland,1561.287088
2012,Fresno Pacific,1492.284477
2012,Arizona,1623.579107
2012,Champion Baptist,1481.644993
2012,San Diego Christian,1428.397281
2012,Appalachian State,1471.731238
2012,Northwest Oklahoma State,1481.313483
2012,South Carolina Upstate,1565.91255
2012,North Carolina-Asheville,1604.560875
2012,North Dakota,1502.96704
2012,Xavier,1619.992738
2012,New Mexico State,1653.739082
2012,Howard,1389.090176
2012,Fort Lewis,1488.258486
2012,Palm Beach Atlantic,1469.511294
2012,Western Michigan,1463.076617
2012,West Virginia,1598.575109
2012,Kansas State,1625.669169
2012,Buffalo State,1487.410629
2012,Simpson (CA),1484.957737
2012,North Texas,1516.92461
2012,Southern,1477.695755
2012,New Hampshire,1445.333633
2012,Tulane,1540.35565
2012,Chicago State,1281.186305
2012,Norfolk State,1649.997445
2012,Kennesaw State,1298.208252
2012,UC-Santa Cruz,1459.622046
2012,Kentucky,1808.419191
2012,Evansville,1504.92441
2012,Wentworth,1480.215961
2012,North Carolina-Pembroke,1480.096513
2012,Fordham,1428.670405
2012,Brescia,1485.93614
2012,Florida Atlantic,1452.518832
2012,Dillard,1436.410472
2012,Missouri,1729.659751
2012,Philander Smith,1484.899384
2012,Harvard,1703.134564
2012,Henderson State,1477.309846
2012,Lewis & Clark,1463.998678
2012,Arkansas State,1465.399658
2012,Minnesota,1606.311334
2012,San Diego,1468.410309
2012,Southern Virginia,1463.205127
2012,New Mexico,1664.323272
2012,Iona,1666.996868
2012,Redlands,1476.411057
2012,Charleston Southern,1558.915716
2012,Central Florida,1624.930377
2012,Bethune-Cookman,1458.276689
2012,Citadel,1343.679707
2012,Western Illinois,1529.794362
2012,Prairie View,1474.549055
2012,Suffolk,1480.641701
2012,Louisiana Tech,1513.520746
2012,Tennessee-Martin,1313.451859
2012,College of Charleston,1609.723938
2012,Bacone,1484.04767
2012,Fresno State,1459.082582
2012,Mayville State,1461.143433
2012,Louisiana,1500.614273
2012,Pacific,1441.431114
2012,Oakland,1536.697138
2012,Virginia Commonwealth,1656.413937
2012,Colorado State,1608.089314
2012,Lamar,1595.995683
2012,Wilberforce,1486.851427
2012,Tennessee Tech,1545.37899
2012,Presbyterian,1489.983202
2012,Holy Names,1479.931928
2012,Coppin State,1470.682258
2012,Colorado Christian,1463.17608
2012,Boston College,1400.654674
2012,Brown,1378.906528
2012,Northern Arizona,1348.206159
2012,Greenville (IL),1485.967136
2012,Idaho State,1387.762435
2012,South Florida,1571.166534
2012,Florida State,1642.29472
2012,Carver Bible,1483.686488
2012,Marietta,1489.393993
2012,Montana State-Billings,1481.395045
2012,Boise State,1496.870971
2012,Texas Lutheran,1482.614959
2012,SUNY-Oswego,1481.995251
2012,George Mason,1613.525169
2012,Loyola (MD),1634.558681
2012,Alice Lloyd,1464.255939
2012,Trevecca Nazarene,1490.514576
2012,Willamette,1480.695043
2012,Hannibal-LaGrange,1465.946699
2012,Kent State,1613.75178
2012,Georgia,1531.019685
2012,Texas Tech,1405.829747
2012,Weber State,1666.151061
2012,Georgia Tech,1458.1015
2012,Seton Hall,1630.71421
2012,Hope,1484.407573
2012,Westmont,1486.150027
2012,Wilmington (DE),1482.584752
2012,Colorado,1606.494664
2012,Reinhardt,1432.797081
2012,Saint Mary (KS),1488.331857
2012,New Orleans,1406.71608
2012,Northern Colorado,1430.915119
2012,Southwest State (MN),1477.621008
2012,Alabama-Birmingham,1484.283949
2012,Saint Joseph's,1585.24463
2012,Portland,1385.433968
2012,Chaminade,1464.049571
2012,Texas A&M,1510.59593
2012,Massachusetts Institute of Technology,1492.152315
2012,Loyola (LA),1469.662028
2012,Lafayette,1458.481866
2012,Mississippi State,1630.337729
2012,Mercer,1617.450399
2012,Alcorn State,1390.982139
2012,Holy Cross,1481.969219
2012,Cheyney,1481.826466
2012,Buffalo,1590.071406
2012,Robert Morris (IL),1481.572149
2012,Bryant,1256.596334
2012,Morehead State,1521.675881
2012,Texas-Tyler,1488.148936
2012,Brigham Young-Hawaii,1482.404744
2012,Sioux Falls,1484.285633
2012,Illinois State,1567.000065
2012,South Carolina,1445.569273
2012,Green Bay,1502.153973
2012,Morgan State,1391.062805
2012,Texas Christian,1550.426585
2012,Elon,1506.655176
2012,Missouri State,1547.516106
2012,Loyola Marymount,1573.647858
2012,Jacksonville State,1471.167248
2012,Maryville (MO),1483.060775
2012,Cumberland University,1491.579368
2012,Coker,1484.143152
2012,Florida A&M,1357.902253
2012,Concordia (OR),1485.81621
2012,Marywood,1481.119173
2012,Gonzaga,1693.014493
2012,District of Columbia,1485.632942
2012,Ohio State,1721.26952
2012,Great Falls,1490.261739
2013,Dominican (CA),1464.767474
2013,Waldorf,1479.974623
2013,Siena,1353.99852
2013,Stephen F. Austin,1703.282431
2013,North Carolina Wesleyan,1486.312592
2013,Grambling,1230.069222
2013,Texas A&M-Corpus Christi,1330.295062
2013,North Alabama,1485.086371
2013,Louisiana-Monroe,1340.359992
2013,Benedictine (IL),1465.55865
2013,Florida,1721.564747
2013,Louisiana State,1586.158272
2013,Centenary (LA),1464.631873
2013,Vermont,1582.468074
2013,Georgia Southern,1449.127955
2013,Slippery Rock,1493.007815
2013,Louisiana College,1452.033741
2013,Saint Louis,1674.368112
2013,Long Beach State,1538.540236
2013,Marygrove,1472.009665
2013,Seattle,1402.345641
2013,Mansfield,1482.180423
2013,Valley City State,1489.785724
2013,Indiana,1731.651498
2013,Butler,1688.785124
2013,Winthrop,1489.966198
2013,LeTourneau,1489.328087
2013,Bridgewater (VA),1487.567223
2013,Northern Michigan,1487.001735
2013,Ball State,1485.268792
2013,Navy,1379.293069
2013,Fisher College,1453.276327
2013,Columbia,1486.314298
2013,Rio Grande,1480.461003
2013,Auburn,1405.51641
2013,Lipscomb,1470.623336
2013,Corban,1485.324998
2013,Temple,1650.107761
2013,Indiana-Northwest,1477.627891
2013,Georgia State,1496.73872
2013,Marshall,1469.560016
2013,Peru State,1483.217748
2013,Southern Mississippi,1668.320354
2013,Alabama,1605.523809
2013,Louisiana State-Shreveport,1476.423097
2013,Newberry,1482.553864
2013,Duquesne,1422.791382
2013,Dakota State,1489.413364
2013,St. John's (NY),1552.009114
2013,Rockhurst,1482.939096
2013,Missouri-Kansas City,1399.191412
2013,Monmouth,1419.014373
2013,Huston-Tillotson,1483.86443
2013,Wagner,1550.409617
2013,Duke,1776.189307
2013,Towson,1521.184049
2013,George Fox,1480.136823
2013,Stony Brook,1631.764856
2013,William & Mary,1464.91238
2013,St. Edward's,1476.230283
2013,Hope International,1482.484537
2013,Syracuse,1713.888576
2013,Clemson,1491.333912
2013,Colgate,1411.061682
2013,Bethel (TN),1487.542476
2013,Mount Ida College,1489.06265
2013,Salisbury,1479.360544
2013,Northern Illinois,1319.711463
2013,Jarvis Christian,1491.501892
2013,Air Force,1568.06584
2013,Albany (NY),1606.709319
2013,Virginia Tech,1500.49828
2013,Maryland-Eastern Shore,1273.132094
2013,UC-Santa Barbara,1441.292557
2013,Whitman,1477.433051
2013,James Madison,1506.669325
2013,Eastern New Mexico,1473.431146
2013,Schreiner,1481.663482
2013,Santa Clara,1639.933665
2013,Northern Kentucky,1412.978888
2013,Saint Peter's,1415.962468
2013,Arcadia,1486.3192
2013,Miami (OH),1411.615247
2013,Southern California,1478.379439
2013,Savannah State,1557.750465
2013,Bucknell,1700.831363
2013,Cal State Northridge,1511.813853
2013,Delaware,1528.590771
2013,Jacksonville,1459.814013
2013,North Carolina Central,1596.215836
2013,Arkansas,1571.761802
2013,Fort Wayne,1448.957903
2013,Montana,1652.56711
2013,Oregon,1673.269408
2013,Pacific Union,1471.60649
2013,North Carolina-Greensboro,1368.866155
2013,Eastern Nazarene,1483.741207
2013,Iowa,1604.176228
2013,Murray State,1619.98915
2013,Radford,1449.841096
2013,Idaho,1460.342694
2013,Cal State San Marcos,1466.448638
2013,Stetson,1471.17307
2013,Ohio,1637.086672
2013,Walla Walla,1466.225201
2013,Pacifica,1452.187233
2013,Carroll (MT),1473.665263
2013,North Carolina A&T,1488.447402
2013,Arlington Baptist,1463.591827
2013,Spring Hill,1475.764249
2013,Dayton,1554.946767
2013,Little Rock,1527.372681
2013,Miami (FL),1713.269812
2013,Methodist,1487.553228
2013,Tuskegee,1489.731506
2013,Middle Tennessee,1702.904521
2013,Muhlenburg,1487.202056
2013,Central Arkansas,1449.791077
2013,Old Dominion,1314.799889
2013,Omaha,1399.902346
2013,Northern Iowa,1571.602331
2013,McNeese State,1486.605997
2013,Campbell,1460.570695
2013,Southern Illinois-Edwardsville,1431.634271
2013,Illinois-Springfield,1485.322244
2013,Maine,1407.015808
2013,Canisius,1578.973437
2013,Penn State,1451.099108
2013,Edward Waters,1460.633063
2013,Wayland Baptist,1481.120324
2013,Truman State,1486.922247
2013,Washington & Lee,1488.093624
2013,Albion,1482.630599
2013,St. Andrews,1454.498284
2013,Hardin-Simmons,1469.628882
2013,Bowling Green State,1453.357331
2013,Georgetown,1680.600803
2013,Virginia,1593.437094
2013,Mount St. Joseph,1486.61717
2013,American,1413.213092
2013,Nicholls State,1374.613424
2013,Michigan,1728.377317
2013,Furman,1351.610478
2013,Army,1486.074044
2013,Presentation College,1484.800858
2013,Western Kentucky,1537.001702
2013,UC-Merced,1483.650867
2013,North Carolina-Wilmington,1437.454413
2013,Milligan,1450.954758
2013,Michigan State,1688.31641
2013,Crowley's Ridge,1468.419297
2013,Trinity Baptist,1468.941479
2013,Cal State Fullerton,1477.251256
2013,Eastern Michigan,1500.042247
2013,Providence,1545.774131
2013,Mary,1477.157985
2013,Bradley,1523.600331
2013,Belmont,1685.461501
2013,Wake Forest,1480.43107
2013,UC-Riverside,1338.703934
2013,Northwestern,1507.416117
2013,Loyola (IL),1510.46224
2013,Cleveland State,1499.282514
2013,Connecticut,1636.495433
2013,Colby-Sawyer,1482.086947
2013,Barber-Scotia,1488.667225
2013,Memphis,1719.893789
2013,Fisk,1487.914326
2013,Gwynedd-Mercy,1481.747327
2013,Wichita State,1718.158744
2013,Central Connecticut State,1461.211715
2013,Montreat,1429.120113
2013,Portland State,1396.261933
2013,Houston,1567.317009
2013,Houston Baptist,1432.541568
2013,Yale,1447.266209
2013,Mars Hill,1481.322294
2013,Drake,1496.298238
2013,Hiram,1483.804396
2013,Illinois-Chicago,1562.102609
2013,Southern Poly,1481.548754
2013,Vanguard,1480.069585
2013,Pacific (OR),1478.468769
2013,Berea,1458.894073
2013,Cairn,1480.89231
2013,Longwood,1333.688471
2013,Stanford,1568.279698
2013,Purdue,1480.999676
2013,Hartford,1512.060233
2013,Samford,1403.93044
2013,Southern Methodist,1503.464522
2013,Florida Gulf Coast,1624.74616
2013,East Tennessee State,1394.727049
2013,Texas Southern,1479.770514
2013,University of the Southwest,1472.148991
2013,Richmond,1572.843614
2013,La Salle,1643.154714
2013,William Carey,1465.283485
2013,Averett,1481.349987
2013,East Texas Baptist,1488.61073
2013,Daniel Webster,1483.702011
2013,Dallas Christian,1461.601219
2013,Dartmouth,1386.714629
2013,North Dakota State,1641.800042
2013,Drexel,1457.843227
2013,Lake Erie,1481.013088
2013,Menlo,1485.011255
2013,Culver-Stockton,1480.850181
2013,Cal State Bakersfield,1445.881183
2013,Allen,1466.332369
2013,Lincoln (MO),1479.070536
2013,Valparaiso,1633.50628
2013,Arkansas-Pine Bluff,1462.924656
2013,Southeastern,1470.021867
2013,Brewton-Parker,1482.264732
2013,Villanova,1572.575379
2013,Lenoir-Rhyne,1470.046833
2013,Hampton,1424.02696
2013,South Dakota,1448.37904
2013,Toledo,1487.779013
2013,Oregon State,1519.71863
2013,South Carolina State,1355.438413
2013,Georgia Southwestern,1483.483585
2013,Southern Illinois,1488.90771
2013,Oral Roberts,1554.188986
2013,Marquette,1662.807087
2013,Virginia Intermont,1488.129895
2013,North Carolina,1638.030374
2013,Northeastern,1572.430529
2013,Southeastern Louisiana,1442.991469
2013,UC-Davis,1439.618204
2013,Siena Heights,1481.245155
2013,City College of New York,1484.14727
2013,Virginia Wise,1485.94551
2013,Mississippi,1663.78369
2013,Hiwassee,1470.717681
2013,Central Baptist,1447.908248
2013,Long Island University,1490.887545
2013,Western State,1475.212308
2013,Auburn Montgomery,1482.815577
2013,Cornell,1456.480632
2013,Point Loma Nazarene,1486.603926
2013,Pacific Lutheran,1478.201123
2013,IUPUI,1355.440345
2013,Arizona Christian,1458.468518
2013,San Jose State,1448.742825
2013,Emory,1489.177725
2013,Mount St. Mary's,1502.556633
2013,Whittier,1477.573545
2013,Boston University,1508.159055
2013,Coastal Georgia,1485.303156
2013,Jackson State,1377.771095
2013,Texas-El Paso,1552.323627
2013,Youngstown State,1517.87383
2013,Akron,1672.488261
2013,Niagara,1531.407744
2013,Ecclesia,1487.164974
2013,Pennsylvania,1365.726261
2013,Massachusetts,1608.559098
2013,Lees-McRae,1480.482316
2013,Austin Peay,1376.870912
2013,Bluefield College (VA),1484.876211
2013,Hendrix,1481.300473
2013,Pepperdine,1477.956481
2013,Notre Dame,1659.390776
2013,Spalding,1486.210365
2013,Concordia (IL),1478.569024
2013,San Diego State,1641.74428
2013,UC-Irvine,1523.272698
2013,Roosevelt,1482.68679
2013,Detroit Mercy,1578.961408
2013,Southeast Missouri State,1510.868041
2013,Crown College,1482.022089
2013,College of New Jersey,1486.951978
2013,Lyon,1463.562115
2013,Fairmont State,1485.261556
2013,Montana Western,1477.62719
2013,Washington,1555.195695
2013,Gardner-Webb,1535.393712
2013,Wright State,1572.973846
2013,Howard Payne,1475.82488
2013,St. Francis (NY),1454.988734
2013,Malone,1461.323732
2013,Utah Valley,1466.491889
2013,Eastern Kentucky,1656.224122
2013,Eureka,1467.545615
2013,Wisconsin,1621.157803
2013,University of California,1605.186028
2013,North Carolina State,1649.943938
2013,Vanderbilt,1489.893124
2013,High Point,1508.911462
2013,Nevada,1484.928682
2013,Cincinnati,1639.614275
2013,Utah State,1626.941229
2013,Lubbock Christian,1491.04056
2013,Northwestern State,1614.428254
2013,Portland Bible College,1481.250111
2013,NJIT,1495.561378
2013,Sacramento State,1508.766611
2013,Hawaii,1536.168716
2013,Eastern Illinois,1405.297594
2013,Denver,1567.596197
2013,Tennessee,1583.24355
2013,South Dakota State,1626.877753
2013,Lehigh,1608.570379
2013,LeMoyne-Owen,1487.034484
2013,Binghamton,1282.288845
2013,Ohio Dominican,1478.691943
2013,Martin Methodist,1464.793295
2013,Texas,1510.835027
2013,Texas State,1398.62026
2013,Central Michigan,1453.231257
2013,Northwest Indian College,1484.84998
2013,Indiana State,1575.440759
2013,Virginia Military Institute,1454.086335
2013,Montana State,1438.119809
2013,Mississippi Valley State,1307.614223
2013,Judson,1458.593662
2013,Oakwood,1459.265808
2013,Cal Poly,1517.034791
2013,Wofford,1451.31166
2013,UCLA,1653.011924
2013,Warren Wilson,1482.861264
2013,Manchester,1486.744217
2013,George Washington,1480.306136
2013,Oakland City,1462.895805
2013,Florida Christian,1465.571346
2013,Indiana-East,1476.747273
2013,Nevada-Las Vegas,1669.28206
2013,Holy Cross (IN),1483.752264
2013,Baylor,1596.128165
2013,Alabama A&M,1432.566527
2013,Wartburg,1486.658125
2013,Purdue Calumet,1489.709792
2013,La Verne,1471.688658
2013,St. Gregory's,1470.711409
2013,Texas-San Antonio,1392.580588
2013,Rosemont,1482.955492
2013,Saint Francis (PA),1297.801532
2013,Sam Houston State,1511.644457
2013,North Florida,1457.689655
2013,Liberty,1397.559912
2013,Kansas,1739.135815
2013,Cincinnati Christian,1458.439453
2013,Alabama-Huntsville,1457.775687
2013,Ave Maria,1488.797686
2013,South Alabama,1532.463228
2013,Quinnipiac,1482.971348
2013,Brevard,1443.80962
2013,Troy,1430.871404
2013,Oklahoma State,1655.950355
2013,Cameron,1480.415921
2013,Tulsa,1529.228401
2013,Northern New Mexico,1472.154711
2013,Texas-Arlington,1551.710047
2013,Southern Wesleyan,1477.100437
2013,Rider,1523.139891
2013,Princeton,1553.20095
2013,Nebraska,1536.317867
2013,Missouri Valley,1488.900217
2013,Tennessee Temple,1480.705545
2013,Warner Southern,1481.300726
2013,Fairleigh Dickinson,1384.00322
2013,Rice,1339.526014
2013,Montana Tech,1483.688962
2013,Pittsburgh,1663.474377
2013,Louisville,1748.387083
2013,Arizona State,1613.258572
2013,Washington State,1485.980663
2013,Covenant,1485.533814
2013,Olivet College,1481.508586
2013,North Greenville,1478.436257
2013,Iowa State,1626.123522
2013,Oklahoma,1627.884145
2013,Western Oregon,1487.78213
2013,Marist,1396.245227
2013,Hofstra,1357.251292
2013,Delaware State,1469.009385
2013,Cal State Maritime,1487.738709
2013,Eastern Washington,1384.352676
2013,Rochester (MI),1427.20615
2013,Master's,1481.533728
2013,Fairfield,1523.911348
2013,Maryland-Baltimore County,1348.207947
2013,West Alabama,1478.256112
